wkt,id,nombre,romano,perimetro,area,objeto
"POLYGON ((-58.4021257093584 -34.6049325329614,-58.4020427231023 -34.6062593016929,-58.4019736659178 -34.6073637643528,-58.4019735214169 -34.6073660692674,-58.4019680798952 -34.6074709997861,-58.4019082142093 -34.6086212942495,-58.4018626826474 -34.6095597704049,-58.401853301463 -34.6097531393319,-58.4017813123257 -34.6098875443764,-58.4017826293324 -34.6098876198536,-58.4017838166001 -34.6098876889559,-58.4033232344222 -34.6099745048589,-58.4045742882119 -34.6100423638368,-58.4055449452386 -34.6100961336558,-58.4059658812752 -34.6101207681974,-58.4076650324603 -34.6102376773787,-58.4084047430318 -34.610297102797,-58.4085818478825 -34.6103113296062,-58.4088822580543 -34.6103354768873,-58.4091640990116 -34.6103606726726,-58.4093410290724 -34.6103724427768,-58.4099942168931 -34.6104158949226,-58.4103464169392 -34.6104395687735,-58.4117332388218 -34.6105396670004,-58.4131004746387 -34.6106381207108,-58.4144670312593 -34.6107364191075,-58.4158232856092 -34.6108347685518,-58.4159855454049 -34.6108467325171,-58.4169726497112 -34.6109168978658,-58.417339844423 -34.610942458287,-58.4175319169624 -34.6109558393274,-58.418166991686 -34.6109995249646,-58.4184728594126 -34.6110221722587,-58.4192861240749 -34.6110882073751,-58.4197123247634 -34.6111228113754,-58.4197177912954 -34.6111232550076,-58.4198886340581 -34.6111668889447,-58.4206850523259 -34.6113702911752,-58.421009362313 -34.6114803358921,-58.421211885914 -34.6115489991986,-58.422402619354 -34.6120757552252,-58.4235636933215 -34.61258943541,-58.4235752188666 -34.6125945340516,-58.4235825508274 -34.6125977779848,-58.4235825933879 -34.6125976968688,-58.4242367091181 -34.6115626663795,-58.4244081289632 -34.6112945415279,-58.4244650704553 -34.611205471747,-58.4244733288797 -34.6111140141009,-58.4244999472706 -34.6108192285889,-58.4245504263585 -34.6102601821535,-58.4245631018856 -34.6101103214768,-58.4246718638941 -34.6088250971949,-58.4246724335848 -34.6088023251536,-58.4246767224008 -34.6086307956643,-58.4246779403204 -34.6085827618228,-58.4246821869529 -34.6084152266022,-58.4246562237939 -34.6078717816503,-58.4246275989306 -34.6072726321152,-58.4246149496707 -34.6070080080974,-58.4246024408745 -34.6067463336287,-58.4245712410484 -34.6060936266914,-58.4245537760776 -34.6059731777566,-58.4245520524055 -34.6059612917041,-58.4254279855998 -34.6059599425344,-58.4261112565725 -34.605955431197,-58.4274372545987 -34.6059468072073,-58.4275762592363 -34.6059465651503,-58.4290986662761 -34.6059440362763,-58.4301204832747 -34.6059422977738,-58.4306691121634 -34.6059413604021,-58.4309098495315 -34.6060384681108,-58.4320623122222 -34.6065033337185,-58.4320753026759 -34.6065085734564,-58.4322371269898 -34.6064843155973,-58.432311365397 -34.606473186878,-58.4325900267801 -34.6064891745287,-58.4328738254635 -34.6065051979551,-58.4332069816185 -34.606548819492,-58.4338834686417 -34.6066373918665,-58.4338899674698 -34.6066029502039,-58.4339110312776 -34.6064913296117,-58.4340768006202 -34.6063113272017,-58.4344647730223 -34.6058482016719,-58.4349604641385 -34.6054207271087,-58.4355127860619 -34.6053107573922,-58.4357058515089 -34.6052906331936,-58.4363735104986 -34.6053326654923,-58.4366019185047 -34.605431487385,-58.4366777167049 -34.6053256481194,-58.4367841703971 -34.6051750686298,-58.4369387510268 -34.6049446656857,-58.4370226537331 -34.604815296659,-58.4370912226744 -34.6047060229118,-58.4371024330259 -34.6046893476803,-58.4371263654424 -34.6046537493339,-58.4371890965911 -34.6045604406513,-58.4371745575828 -34.6045530538966,-58.4370573539651 -34.6044934719289,-58.4370532902874 -34.6044914058704,-58.4370522732679 -34.6044909215821,-58.4370245564896 -34.6044777339618,-58.4368521539 -34.6043957041701,-58.4366161625997 -34.6042834180673,-58.4366990907002 -34.6041918636466,-58.4369768210803 -34.6038852400942,-58.4377397051271 -34.6030429022887,-58.4370105252259 -34.6025738277324,-58.4364962175842 -34.6022429727564,-58.4364770396874 -34.602230635098,-58.4372881984244 -34.6014098601406,-58.4380838289838 -34.600604893262,-58.4381053050373 -34.6005831647058,-58.4381047328087 -34.6005828040133,-58.4379765505158 -34.6005018790164,-58.4376002636829 -34.6002643170544,-58.4369335265184 -34.5998376828765,-58.4361101828114 -34.5993108327313,-58.4359304515361 -34.5991958224804,-58.4350150867021 -34.5986101471384,-58.4348564643855 -34.5985086545171,-58.4337784067949 -34.5978187996783,-58.4327009631999 -34.5971292878572,-58.4316226012225 -34.5964392019121,-58.4306774202242 -34.5958343566517,-58.4305540485193 -34.5957543210957,-58.429170415995 -34.5948562091371,-58.4291690482927 -34.5948553217406,-58.4288530913532 -34.5946502263765,-58.4281890907869 -34.5942043891295,-58.427222092429 -34.5935551425598,-58.4269930735402 -34.5934013381085,-58.4264334272761 -34.5930251735858,-58.4260827953425 -34.5927894945183,-58.4251316648012 -34.5921502366251,-58.4249014615547 -34.5919954407697,-58.4248184186261 -34.5919395408082,-58.4241561169503 -34.5914937090038,-58.4236887555353 -34.5911791286384,-58.4231730918106 -34.5908320301603,-58.422705020803 -34.590516954479,-58.4224462412128 -34.5903427590243,-58.422367409883 -34.5902897028271,-58.4220323531095 -34.5900635355222,-58.4214304704594 -34.5896572516808,-58.4202950678539 -34.5889766946153,-58.4193691026443 -34.5884216284669,-58.4188214126722 -34.5880932672591,-58.4187756646143 -34.5880658387709,-58.4186593779246 -34.5879960764254,-58.4179229292771 -34.5875546639303,-58.4165355240653 -34.5867228454154,-58.4159041288497 -34.5863418562568,-58.4149890514294 -34.5857896779102,-58.4140703687921 -34.5851341477531,-58.4137514067544 -34.5849065117235,-58.4134032196747 -34.5846580153294,-58.4125692525522 -34.5840628633163,-58.412568203577 -34.5840636083806,-58.4125459090285 -34.5840794520371,-58.4117349960565 -34.5846557102066,-58.4109636854537 -34.5852037888309,-58.4101762661127 -34.5854708887071,-58.4099320890541 -34.585553713616,-58.4080382247649 -34.5861491715041,-58.4081360609793 -34.5862888689326,-58.4083166756278 -34.5865459316527,-58.4074429562443 -34.5872400041567,-58.4073327931608 -34.5873274926266,-58.4064510787706 -34.5879825379783,-58.4052306805371 -34.5888891192027,-58.4044348165266 -34.5894803850638,-58.404318771741 -34.5895668817893,-58.4032617450086 -34.5903547134605,-58.4024227382829 -34.5909800304297,-58.4010325113605 -34.5915634436851,-58.4011129515234 -34.5917268710442,-58.4014857828323 -34.5925387106921,-58.4017145006757 -34.5930368729622,-58.401846201415 -34.5933292733408,-58.4022103093333 -34.5941375545312,-58.4023146855284 -34.5943692565195,-58.4023478492107 -34.5944428767024,-58.4023648383156 -34.5944923689515,-58.4028222354618 -34.5958248539034,-58.4030770271095 -34.5965670495763,-58.4034106077027 -34.5975387290835,-58.4036739943836 -34.5983058577931,-58.4037160563491 -34.5984380179701,-58.4037210565856 -34.5984537307369,-58.4037214960233 -34.5984551119601,-58.4036321770548 -34.5985027929557,-58.403445006358 -34.5986027083023,-58.4030827578651 -34.5987960824939,-58.4025367973526 -34.5990875151763,-58.4024743463045 -34.5991208666053,-58.4024291050768 -34.6000871486869,-58.402381145312 -34.6008826049618,-58.40237712564 -34.6009492682684,-58.4023705787504 -34.6010508882721,-58.4023035644398 -34.6020908242154,-58.4022264565898 -34.6032885569346,-58.4022177690884 -34.6034235084631,-58.4021461844157 -34.60453499362,-58.4021370265985 -34.6047137279266,-58.4021257093584 -34.6049325329614))",2,Distrito Escolar 2,II,11242.759765709441,6527967.54863683,DISTRITO ESCOLAR
"POLYGON ((-58.3748912381758 -34.609192186424,-58.3748598742435 -34.6099385995491,-58.3748591172157 -34.6099627612331,-58.3748523593945 -34.6101782936507,-58.374850178626 -34.6102478292492,-58.3748443610332 -34.6104339582262,-58.374836786913 -34.61067290497,-58.374786787663 -34.6114771237959,-58.374724140351 -34.6124833823169,-58.3747139978742 -34.6126511277232,-58.374643002773 -34.6138169629186,-58.3746375492328 -34.6139075267181,-58.374576240135 -34.6149264617804,-58.3745684363482 -34.6150566016038,-58.3745528070048 -34.6156066122664,-58.3745419826405 -34.6159875305799,-58.3745333570849 -34.6160883026638,-58.3745212708631 -34.6162301526786,-58.3744489127197 -34.6170794030327,-58.3744386766338 -34.6172531337832,-58.3744318814207 -34.6173684645186,-58.37442870144 -34.61742242873,-58.3744129163073 -34.6176754497237,-58.3743653539849 -34.6184378405955,-58.3743612657409 -34.6185174185526,-58.3743019513203 -34.6196653023954,-58.374295428715 -34.6197915695414,-58.3742295393687 -34.6206301427949,-58.3742238642346 -34.6207601433928,-58.3742141965639 -34.6209809908726,-58.3742129516318 -34.6210094394011,-58.3741769248783 -34.6215045036624,-58.3741599565192 -34.6217376657852,-58.3741602447454 -34.621755816477,-58.374163230492 -34.6219435902744,-58.3741658649109 -34.6221100069096,-58.374128694727 -34.6227640282362,-58.3741191737309 -34.6229315511039,-58.3741066579251 -34.6231517600117,-58.3741085040106 -34.6232585251071,-58.374109945585 -34.6233447262763,-58.3740399763904 -34.6242509742129,-58.3740288743687 -34.6244364651686,-58.373999965269 -34.6249187311336,-58.3739677274405 -34.6254565259708,-58.3739658299209 -34.6255580067744,-58.3739673979133 -34.6255581278064,-58.3750570808694 -34.6256421084972,-58.3762245309755 -34.626269582319,-58.3772623174115 -34.6268273748171,-58.3779854139382 -34.6272130945444,-58.3780408047054 -34.6272426406934,-58.3783779616785 -34.6274261817763,-58.3784213848719 -34.6274498204638,-58.3784934074169 -34.6274890277969,-58.3789342092672 -34.6276039131652,-58.3790185221449 -34.6276258877127,-58.3790820214858 -34.6276424375012,-58.3791996050112 -34.6276730822268,-58.3795767413537 -34.6277713721612,-58.3796123407474 -34.6277806496827,-58.3797979999385 -34.6277830539425,-58.3814284831255 -34.6278041541252,-58.3814320327144 -34.6278041997592,-58.3814431752908 -34.6278045362075,-58.3817921480049 -34.6278150734268,-58.3818315394322 -34.6278175676877,-58.3818419205192 -34.6278182254083,-58.3821640941541 -34.6278386307741,-58.3823978323588 -34.6278534188303,-58.3824014373913 -34.6278536465633,-58.3827188428729 -34.627859991193,-58.3827313988556 -34.6278602419123,-58.3828094370029 -34.6278618020575,-58.3828109961349 -34.6278621239908,-58.3831071932522 -34.6279233179742,-58.3841512794387 -34.6281390203451,-58.3843282851923 -34.6281750511197,-58.3845940318425 -34.6282290987549,-58.3846131298002 -34.628232982661,-58.3854477461899 -34.6283894341299,-58.3856826014029 -34.6284250767883,-58.3857193764021 -34.6284306510613,-58.3858967572079 -34.6284575374062,-58.387024507347 -34.6286528962164,-58.3880947637188 -34.6288382097881,-58.3892931418195 -34.6290457746387,-58.3900482222908 -34.6291765125225,-58.39092529076 -34.6293283751759,-58.3911949752997 -34.6293904894333,-58.3916435410976 -34.6294938013053,-58.3917219960425 -34.6295086359826,-58.3917247255972 -34.6294946274152,-58.3920978093484 -34.6275798630307,-58.3921497986505 -34.6273130357018,-58.3921594304389 -34.6272636036676,-58.3922944698736 -34.6272875788277,-58.3932060802323 -34.6274494221744,-58.3942928564768 -34.6276424368713,-58.3953454789983 -34.6278292968507,-58.3967379214321 -34.6280748930435,-58.3968069941149 -34.6280870754597,-58.3968057182926 -34.6280924825009,-58.3965426852256 -34.6291962652283,-58.3964465064884 -34.6295996373821,-58.3964464933582 -34.6295996923627,-58.3962966627533 -34.6302280675816,-58.3962595530946 -34.6303613286347,-58.3962579563175 -34.6303670645183,-58.3977450488075 -34.630648403025,-58.3977500875167 -34.6306493567256,-58.397814288014 -34.6304818504758,-58.3979952265597 -34.6300189038621,-58.3981936649368 -34.6295111737233,-58.3985933652743 -34.6284080128678,-58.3985940963871 -34.6284059958324,-58.3987055032784 -34.6275567593741,-58.3987564084689 -34.6271687157782,-58.3988971220179 -34.6260963593457,-58.3989139994198 -34.6259726312511,-58.3989789542428 -34.6254953081707,-58.3989967144276 -34.6253647935786,-58.3990179048445 -34.6252090756336,-58.3990352087058 -34.6250819132436,-58.3990859542567 -34.6247089927124,-58.3990943456393 -34.6246473278318,-58.3992322796603 -34.6236337032956,-58.399275380418 -34.6234184367581,-58.3993037113461 -34.6232768948555,-58.3993135202062 -34.6232278868907,-58.3994400104139 -34.6226683632948,-58.3995725197921 -34.6220822068945,-58.3997498131163 -34.6212656879697,-58.3998276152277 -34.6209073688516,-58.3998617674156 -34.6205355560694,-58.399939019084 -34.619694496569,-58.4000392539493 -34.6186035938656,-58.4002939522337 -34.6186194996256,-58.400980185511 -34.6186673861858,-58.4010525028114 -34.6178696482371,-58.401072262652 -34.6176441566433,-58.4011670231902 -34.6165602225124,-58.4012588590519 -34.6155103728119,-58.4012919498371 -34.6151319484968,-58.4013518991077 -34.6144463582267,-58.4013531856296 -34.6144316491644,-58.4013530537042 -34.614431640985,-58.4009015075742 -34.6144042842323,-58.4001259247433 -34.6143572907219,-58.3998588882875 -34.6143411673155,-58.3992898054149 -34.6143096036813,-58.3990299227981 -34.6142951723799,-58.3987819618354 -34.6142810262182,-58.3987782188585 -34.6142808151228,-58.3988483535514 -34.6133528609401,-58.3988675203984 -34.613129271269,-58.3988847953092 -34.6129286393955,-58.3989629463977 -34.6119842089873,-58.3989785942654 -34.6117947739136,-58.3990383029894 -34.6111760667165,-58.3990582716347 -34.6109691522126,-58.399062390106 -34.6108842998975,-58.399065887146 -34.6108122486238,-58.3990719611311 -34.610687981808,-58.399074021228 -34.6106458387015,-58.3991026820574 -34.6096989174878,-58.3991007054971 -34.609698762311,-58.3975896681299 -34.6095816360756,-58.3973800583588 -34.6095653972482,-58.3966446769116 -34.6095080978355,-58.3964990322839 -34.6094982797227,-58.3962866074027 -34.6094839584609,-58.3948638731499 -34.609387890652,-58.3946129532851 -34.6093709894806,-58.3933731825894 -34.6092767667714,-58.3928400426562 -34.6092362205187,-58.3919606011723 -34.6091693325467,-58.3919519264325 -34.6092881987923,-58.3919516385201 -34.6092921487416,-58.391407488727 -34.6092538903232,-58.3905527643009 -34.6091937908925,-58.3897922981651 -34.6091402989213,-58.3897581060321 -34.6091378932704,-58.3891722213613 -34.6090788072773,-58.3890556194839 -34.6090670497635,-58.3885075561101 -34.6090117829775,-58.3881732643159 -34.6089780564343,-58.3879680289166 -34.6089580432958,-58.3878011568754 -34.6089417709132,-58.3877425765724 -34.6089333533352,-58.3877410460305 -34.6089331333446,-58.387656458524 -34.6089209776925,-58.3874805574212 -34.6088969865848,-58.3873177500347 -34.6088747809565,-58.3872294384557 -34.6088564162832,-58.3872272733263 -34.6088562553888,-58.3862757727864 -34.6087855381589,-58.3861434156132 -34.608776863542,-58.3859846866368 -34.6087662773725,-58.3850635205971 -34.6087048401826,-58.3848659251237 -34.6086882350373,-58.384707593733 -34.6086748935565,-58.3840929057714 -34.6086272265848,-58.3837974379984 -34.6086043132295,-58.3836077816246 -34.6085896051091,-58.3834642702166 -34.6085778211989,-58.3833040649632 -34.6085646182062,-58.3826875944638 -34.6085163219016,-58.3822490816182 -34.6084819653627,-58.38216823045 -34.6084756307796,-58.3819705518824 -34.6084581762398,-58.381792461541 -34.6084424939846,-58.3813430960629 -34.6084146588372,-58.3813081704852 -34.6084125000286,-58.3808870860832 -34.6083864660174,-58.3807140438657 -34.6083764844859,-58.3807129100567 -34.6083764188203,-58.3804914569005 -34.6083697911479,-58.3799578429393 -34.6083401209684,-58.3798060627871 -34.6083316814112,-58.3797535946257 -34.6083287638442,-58.3793554310977 -34.6083066235374,-58.3792171128519 -34.6082978661209,-58.377809059914 -34.6082113288305,-58.3769566811483 -34.6081601465978,-58.3763993038921 -34.6081266743252,-58.3762897252915 -34.608120226281,-58.3762030691079 -34.6081151267215,-58.3761881597455 -34.6081141353825,-58.3749920247225 -34.6080345954637,-58.374981552431 -34.6080338992339,-58.3749815513123 -34.6080339262763,-58.3749630485114 -34.6083780535614,-58.3749304431396 -34.6086038835448,-58.374909935824 -34.6087462685804,-58.3749042244353 -34.6088824893839,-58.3748912381758 -34.609192186424))",3,Distrito Escolar 3,III,9643.1746501738,4927409.226410951,DISTRITO ESCOLAR
"POLYGON ((-58.4010525028114 -34.6178696482371,-58.400980185511 -34.6186673861858,-58.4002939522337 -34.6186194996256,-58.4000392539493 -34.6186035938656,-58.399939019084 -34.619694496569,-58.3998617674156 -34.6205355560694,-58.3998276152277 -34.6209073688516,-58.3997498131163 -34.6212656879697,-58.3995725197921 -34.6220822068945,-58.3994400104139 -34.6226683632948,-58.3993135202062 -34.6232278868907,-58.3993037113461 -34.6232768948555,-58.399275380418 -34.6234184367581,-58.3992322796603 -34.6236337032956,-58.3990943456393 -34.6246473278318,-58.3990859542567 -34.6247089927124,-58.3990352087058 -34.6250819132436,-58.3990179048445 -34.6252090756336,-58.3989967144276 -34.6253647935786,-58.3989789542428 -34.6254953081707,-58.3989139994198 -34.6259726312511,-58.3988971220179 -34.6260963593457,-58.3987564084689 -34.6271687157782,-58.3987055032784 -34.6275567593741,-58.3985940963871 -34.6284059958324,-58.3985933652743 -34.6284080128678,-58.3981936649368 -34.6295111737233,-58.3979952265597 -34.6300189038621,-58.397814288014 -34.6304818504758,-58.3977500875167 -34.6306493567256,-58.3974778666183 -34.6313599450246,-58.3973529256265 -34.6316860797699,-58.3972958020824 -34.6318453503935,-58.3969206040334 -34.6328918028995,-58.3968570043501 -34.6330479003366,-58.3965350334116 -34.633838331272,-58.3963726218109 -34.6342370427333,-58.3962591647447 -34.6345155820262,-58.3959933564528 -34.6352655439314,-58.3959551531197 -34.6353733304578,-58.3960657593906 -34.6353974737423,-58.3961796271934 -34.6354223281367,-58.3971472698464 -34.6355979256506,-58.3974322103476 -34.6356496316781,-58.3985787378309 -34.6358577741932,-58.3989056207357 -34.6359171105591,-58.4004848509486 -34.6362037099925,-58.4012034780611 -34.6363341131194,-58.4021163165849 -34.636499752077,-58.4025140896098 -34.6365719233872,-58.4029759304927 -34.6366530679503,-58.4037808541098 -34.6367944505781,-58.4038752412291 -34.6368110266982,-58.4052481770957 -34.63705213057,-58.4054356223164 -34.637089527414,-58.405606250165 -34.63712356816,-58.406313987674 -34.6372462900741,-58.4075548626928 -34.6374614473105,-58.4090536488733 -34.6377213502195,-58.4108011361065 -34.6380242987809,-58.4112604414934 -34.638099355027,-58.4116257733417 -34.6381590881596,-58.4118797513106 -34.6382005332654,-58.4120712845231 -34.6382341644196,-58.4131919769929 -34.6384309394951,-58.4145532846922 -34.6386698722724,-58.4158438002864 -34.6388963679107,-58.4159179493108 -34.6389093806765,-58.4160900499051 -34.6389395834174,-58.4161357791076 -34.6389476083516,-58.4170867832996 -34.6391083252921,-58.4172579518095 -34.6391372631223,-58.4184497881877 -34.6393314733984,-58.4184498787055 -34.6393314878542,-58.4184584004502 -34.6393328764547,-58.4184799022073 -34.6393363800257,-58.4185165316511 -34.6393417253019,-58.4186226160516 -34.6393572071086,-58.4191777458387 -34.6394383077506,-58.4192952860016 -34.6394554796484,-58.4195341039497 -34.639496622164,-58.4197564784515 -34.639534941432,-58.42091731219 -34.6397417494046,-58.4209177691415 -34.6397418306905,-58.4211848196966 -34.6387040008643,-58.4214125068905 -34.6378194725181,-58.4214573285302 -34.6376425102905,-58.4216940669197 -34.6367084755723,-58.4218864061228 -34.6359505582003,-58.4222118131571 -34.6347054855065,-58.4222417755359 -34.6345907027523,-58.4223247245878 -34.6342559154902,-58.422526654205 -34.6334409001872,-58.4228639254259 -34.6321099806753,-58.4228641461441 -34.6321090973379,-58.423063243118 -34.6313234001128,-58.4231162606019 -34.6310966497023,-58.4231773022595 -34.6308351108462,-58.4233681633559 -34.629988301772,-58.4233816991925 -34.6299282459924,-58.4235840414981 -34.6290306044223,-58.4236755999116 -34.6286243066588,-58.4237117474421 -34.6284638981834,-58.423738787514 -34.6283439036922,-58.4237833066406 -34.6281463432597,-58.4238083815853 -34.6280376115976,-58.4238331625204 -34.6279301544691,-58.4239803376274 -34.627292221444,-58.4240486263943 -34.6269961537665,-58.4240824378678 -34.6268495634571,-58.4241386898499 -34.6266152071153,-58.4241887880479 -34.6264063414918,-58.4243344274549 -34.6257809446086,-58.4244930308997 -34.6250999850309,-58.4245225726791 -34.6249581582238,-58.4245577505859 -34.6247887274923,-58.4248575387106 -34.6233056709143,-58.4248778100419 -34.6232053776329,-58.4251466431861 -34.6218752882807,-58.4251536813697 -34.6217991575528,-58.4251634217164 -34.6216938083874,-58.4250846700065 -34.6216824142699,-58.4242883188803 -34.6215671937824,-58.4242772983795 -34.6215660337646,-58.4240549955247 -34.6215426351832,-58.4240406831661 -34.6215411288497,-58.4237436227488 -34.6215099536045,-58.4237189354184 -34.6215073630932,-58.4237013268484 -34.6215055113165,-58.4235207924378 -34.6214865241336,-58.4222420377329 -34.6213958590867,-58.4222125708693 -34.6213937696887,-58.4222125807437 -34.6213936452933,-58.4222197880121 -34.6212981058856,-58.4222297192494 -34.6211664439825,-58.4223288415973 -34.6201913721812,-58.4223479300358 -34.6200029910655,-58.4224522685233 -34.6189799622844,-58.4225569478321 -34.6179525658752,-58.4225803181776 -34.6177915781292,-58.4225820762548 -34.6177794696597,-58.4226002096595 -34.6176541916432,-58.4226078032481 -34.617601724903,-58.4226220129866 -34.6175112907668,-58.4227069218813 -34.6169708897936,-58.4227298210251 -34.6168249766271,-58.422867047172 -34.615949920184,-58.4228894340863 -34.6158068941099,-58.4229155802122 -34.6156392914755,-58.4229380424265 -34.6155003507387,-58.4230351900874 -34.6148994450378,-58.4230556159048 -34.6147588828096,-58.4230763831121 -34.6146156452095,-58.4231927070334 -34.6141520746281,-58.4233290008592 -34.6136085777766,-58.4235451046155 -34.6127470608397,-58.4235825508274 -34.6125977779848,-58.4235752188666 -34.6125945340516,-58.4235636933215 -34.61258943541,-58.422402619354 -34.6120757552252,-58.421211885914 -34.6115489991986,-58.421009362313 -34.6114803358921,-58.4206850523259 -34.6113702911752,-58.4198886340581 -34.6111668889447,-58.4197177912954 -34.6111232550076,-58.4197123247634 -34.6111228113754,-58.4192861240749 -34.6110882073751,-58.4184728594126 -34.6110221722587,-58.418166991686 -34.6109995249646,-58.4175319169624 -34.6109558393274,-58.417339844423 -34.610942458287,-58.4169726497112 -34.6109168978658,-58.4159855454049 -34.6108467325171,-58.4158232856092 -34.6108347685518,-58.4144670312593 -34.6107364191075,-58.4131004746387 -34.6106381207108,-58.4117332388218 -34.6105396670004,-58.4103464169392 -34.6104395687735,-58.4099942168931 -34.6104158949226,-58.4093410290724 -34.6103724427768,-58.4091640990116 -34.6103606726726,-58.4088822580543 -34.6103354768873,-58.4085818478825 -34.6103113296062,-58.4084047430318 -34.610297102797,-58.4076650324603 -34.6102376773787,-58.4059658812752 -34.6101207681974,-58.4055449452386 -34.6100961336558,-58.4045742882119 -34.6100423638368,-58.4033232344222 -34.6099745048589,-58.4017838166001 -34.6098876889559,-58.4017826293324 -34.6098876198536,-58.4017813123257 -34.6098875443764,-58.4015950428562 -34.6098772198687,-58.4014646317968 -34.60986999073,-58.4009627871292 -34.6098324875583,-58.4007928945932 -34.6098197912081,-58.400770126405 -34.6098180894506,-58.4004706541768 -34.6097992042189,-58.4000731453314 -34.6097741408716,-58.3991026820574 -34.6096989174878,-58.399074021228 -34.6106458387015,-58.3990719611311 -34.610687981808,-58.399065887146 -34.6108122486238,-58.399062390106 -34.6108842998975,-58.3990582716347 -34.6109691522126,-58.3990383029894 -34.6111760667165,-58.3989785942654 -34.6117947739136,-58.3989629463977 -34.6119842089873,-58.3988847953092 -34.6129286393955,-58.3988675203984 -34.613129271269,-58.3988483535514 -34.6133528609401,-58.3987782188585 -34.6142808151228,-58.3987819618354 -34.6142810262182,-58.3990299227981 -34.6142951723799,-58.3992898054149 -34.6143096036813,-58.3998588882875 -34.6143411673155,-58.4001259247433 -34.6143572907219,-58.4009015075742 -34.6144042842323,-58.4013530537042 -34.614431640985,-58.4013531856296 -34.6144316491644,-58.4013518991077 -34.6144463582267,-58.4012919498371 -34.6151319484968,-58.4012588590519 -34.6155103728119,-58.4011670231902 -34.6165602225124,-58.401072262652 -34.6176441566433,-58.4010525028114 -34.6178696482371))",6,Distrito Escolar 6,VI,11136.57533209367,6722144.97832109,DISTRITO ESCOLAR
