X;Y;ID;NOMBRE;LAZO_AMBIENTAL;NOMBRE_ABREVIADO;DIRECCION;DIRECCION_NORMALIZADA;DISTRITO;NIVEL;GESTION;MODALIDAD;TEMATICAS;ESTADO;BARRIO;COMUNA;OBSERVACIONES
-58.403404215232378;-34.618507622964806;41;ET N° 25 D.E. 6;1;ET 25;AV. JUJUY 780;JUJUY AV. 780;6;SECUNDARIA;ESTATAL;TECNICA;EFICIENCIA ENERGETICA Y ENERGIAS RENOVABLES - GESTION INTEGRAL DE LOS RESIDUOS - MOVILIDAD SUSTENTABLE;SE POSTULO EN 2017;BALVANERA;COMUNA 03;
-58.517809004117773;-34.621392873640403;8;ET N° 27 D.E. 18;1;ET 27;VIRGILIO 1980;VIRGILIO 1980;18;SECUNDARIA;ESTATAL;TECNICA;GESTION INTEGRAL DE LOS RESIDUOS;SE POSTULO EN 2017;MONTE CASTRO;COMUNA 10;
-58.416246443872886;-34.621791748775905;133;E.T. N°  29  D.E. 06;4;ET 29;AVDA. BOEDO 760;BOEDO AV. 760;6;SECUNDARIA;ESTATAL;TECNICA;GESTION INTEGRAL DE RESIDUOS EFICIENCIA ENERGETICA Y ENERGIAS RENOVABLES;POSTULADOS ANTES DE 2017;BOEDO;COMUNA 05;LAZO AMBIENTAL 2015: 2
-58.466288422133118;-34.536190406189867;135;E.T. N° 2 D.E. 10;3;ET 2;AVDA. DEL LIBERTADOR 8635;DEL LIBERTADOR AV. 8635;10;SECUNDARIA;ESTATAL;TECNICA;GESTION INTEGRAL DE RESIDUOS - HUERTA ESCOLAR - EFICIENCIA ENERGETICA Y ENERGIAS RENOVABLES - PARTICIPACION CIUDADANA;POSTULADOS ANTES DE 2017;NUÑEZ;COMUNA 13;LAZO AMBIENTAL 2015: 1
-58.359873671562674;-34.63885910169234;131;E.T. N°   31   D.E. 04;4;ET 31;AVDA. DON PEDRO DE MENDOZA 1777;DON PEDRO DE MENDOZA AV. 1777;4;SECUNDARIA;ESTATAL;TECNICA;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;BOCA;COMUNA 04;LAZO AMBIENTAL 2015: 2
-58.454738632947134;-34.583702541678953;1;ET N° 32 D.E. 14;1;ET 32;TEODORO GARCIA 3899;GARCIA, TEODORO 3899;14;SECUNDARIA;ESTATAL;TECNICA;GESTION INTEGRAL DE LOS RESIDUOS - HUERTAS ESCOLARES;SE POSTULO EN 2017;CHACARITA;COMUNA 15;
-58.473476075777164;-34.635108624632394;16;E.T.  N° 37 D.E. 11;1;ET 37;PERGAMINO 211;PERGAMINO 211;11;SECUNDARIA;ESTATAL;TECNICA;GESTION INTEGRAL DE LOS RESIDUOS;SE POSTULO EN 2017;FLORESTA;COMUNA 10;
-58.373137115915142;-34.611912085397321;70;ET N° 5 D.E. 04;1;ET 5;BOLIVAR 346;BOLIVAR 346;4;SECUNDARIA;ESTATAL;TECNICA;GESTION INTEGRAL DE LOS RESIDUOS;SE POSTULO EN 2017;MONSERRAT;COMUNA 01;
-58.454846796936003;-34.628830066845666;136;E.T. N°  05 D.E. 11;4;ET 5;AVDA. JUAN BAUTISTA ALBERDI 1845;ALBERDI, JUAN BAUTISTA AV. 1845;11;SECUNDARIA;ESTATAL;TECNICA;GESTION INTEGRAL DE RESIDUOS - HUERTA ESCOLAR;POSTULADOS ANTES DE 2017;FLORES;COMUNA 07;LAZO AMBIENTAL 2015: 2
-58.427402843177575;-34.60364682570394;186;INSTITUTO ACUARELA - NIVELES INICIAL, PRIMARIO Y POSPRIMARIO. A 1090;3;A - 1090;PRINGLES 738;PRINGLES 738;2;PRIMARIA;PRIVADA;ESPECIAL;GESTION INTEGRAL DE RESIDUOS -  HUERTA ESCOLAR;POSTULADOS ANTES DE 2017;ALMAGRO;COMUNA 05;LAZO AMBIENTAL 2015: 1
-58.434300113172959;-34.581289843465839;53;FRANCESCO FAA DI BRUNO - NIVEL SECUNDARIO;2;A 260;NICARAGUA 5668;NICARAGUA 5668;9;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - MOVILIDAD SUSTENTABLE - EFICIENCIA ENERGETICA Y ENERGIAS RENOVABLES;SE POSTULO EN 2017;PALERMO;COMUNA 14;
-58.467073716803228;-34.67667248744241;167;EPC  N°  19 DE 21;3;EPC 19;POLA Y JOSE BARROS PAZOS 5250;POLA Y BARROS PAZOS, JOSE;21;PRIMARIA;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA ESCOLAR;POSTULADOS ANTES DE 2017;VILLA LUGANO;COMUNA 08;
-58.470651995781871;-34.552035966577023;219;INSTITUCION LA ALDEA A  848 - PRIMARIA;2;A-848;NUÑZ 2776;NUÑEZ 2776;10;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;NUÑEZ;COMUNA 13;
-58.481918661697485;-34.629499947850796;14;INSTITUTO ADELIA MARIA HARILAOS DE OLMOS - NIVEL SECUNDARIO;1;A 516;BAHIA BLANCA 363;BAHIA BLANCA 363;12;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;SE POSTULO EN 2017;FLORESTA;COMUNA 10;
-58.46387638164169;-34.631813693690987;203;INSTITUTO ANA MARIA JANER -  INICIAL - A1;2;A1;AVDA. JUAN BAUTISTA ALBERDI 2555;VARELA 182;11;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;FLORES;COMUNA 07;
-58.450285262308157;-34.62437023158283;6;INSTITUTO ARGENTINO EXCELSIOR- NIVEL SECUNDARIO;1;A 4;AV. RIVADAVIA 6028;RIVADAVIA AV. 6028;8;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;SE POSTULO EN 2017;CABALLITO;COMUNA 06;
-58.46387638164169;-34.631813693690987;235;INSTITUTO ANA MARIA JANER - SECUNDARIA - A1;2;A1;AVDA. JUAN BAUTISTA ALBERDI 2555;ALBERDI, JUAN BAUTISTA AV. 2555;11;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;FLORES;COMUNA 07;
-58.46387638164169;-34.631813693690987;214;INSTITUTO ANA MARIA JANER - PRIMARIA -A1;2;A1;AVDA. JUAN BAUTISTA ALBERDI 2555;ALBERDI, JUAN BAUTISTA AV. 2595;11;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;FLORES;COMUNA 07;
-58.470360823710507;-34.587571656331967;46;INSTITUTO CAROLINA ESTRADA DE MARTINEZ - NIVEL PRIMARIO;2;A 243;AV DEL CAMPO 1653;DEL CAMPO AV. 1653;14;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;SE POSTULO EN 2017;VILLA ORTUZAR;COMUNA 15;
-58.438200967614208;-34.662962413024459;58;INSTITUTO CRISTO OBRERO - NIVEL SECUNDARIO;2;A 353;LAFUENTE 3242;LAFUENTE 3242;19;SECUNDARIA;SOCIAL;COMUN;GESTION INTEGRAL DE RESIDUOS - REUTILIZACION CREATIVA (ECO LADRILLOS);SE POSTULO EN 2017;VILLA SOLDATI;COMUNA 08;
-58.473061407055674;-34.578768309156331;45;INSTITUTO EDUCACIONAL DUAYEN - NIVEL INICIAL;2;A 990;BALIVIAN 2162;BALLIVIAN 2162;15;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - REUTILIZACION CREATIVA - HUERTA;SE POSTULO EN 2017;VILLA ORTUZAR;COMUNA 15;
-58.476262865786403;-34.589827734509143;206;INSTITUTO EDUCACIONAL SANTA TERESITA A 622;2;A 622;QUIROS 2941;QUIROS 2941;14;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;PARQUE CHAS;COMUNA 15;
-58.489082070435884;-34.632097349824782;24;INSTITUTO ESPIRITU SANTO - NIVEL SECUNDARIO;1;A 16;AVELLANEDA 4455;AVELLANEDA 4455;18;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;SE POSTULO EN 2017;VELEZ SARSFIELD;COMUNA 10;
-58.488920632638333;-34.631992817800288;23;INSTITUTO ESPIRITU SANTO - NIVEL PRIMARIO;1;A 16;AVELLANEDA 4455;AVELLANEDA 4455;18;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIUDOS - HUERTA;SE POSTULO EN 2017;VELEZ SARSFIELD;COMUNA 10;
-58.489169340949481;-34.632174854604919;22;INSTITUTO ESPIRITU SANTO - NIVEL INICIAL;1;A 16;AVELLANEDA 4455;AVELLANEDA 4455;18;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;SE POSTULO EN 2017;VELEZ SARSFIELD;COMUNA 10;
-58.476262865786403;-34.589827734509143;216;INSTITUTO EDUCACIONAL SANTA TERESITA  A 622 DE 14 - NIVEL INICIAL;2;A 622;QUIROS 2941;QUIROS 2941;14;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS AGUA, PARTICIPACION CIUDADANA;POSTULADOS ANTES DE 2017;PARQUE CHAS;COMUNA 15;
-58.470441477241266;-34.587508550102477;44;INSTITUTO CAROLINA ESTRADA DE MARTINEZ - NIVEL INICIAL;1;A 243;AV DEL CAMPO 1653;DEL CAMPO AV. 1653;14;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;SE POSTULO EN 2017;VILLA ORTUZAR;COMUNA 15;
-58.43361888951145;-34.592766072874845;3;INSTITUTO GENESIS - POSTPRIMARIA;2;A 856;LERMA 660;LERMA 660;9;POST PRIMARIA;PRIVADA;ESPECIAL;GESTION INTEGRAL DE RESIDUOS - HUERTA;SE POSTULO EN 2017;VILLA CRESPO;COMUNA 15;
-58.444536976108253;-34.562292605446117;217;INSTITUTO IADAL - INSTITUTO ARGENTINO DE LA AUDICION Y EL LENGUAJE A 511 - ED. ESPECIAL;3;A511;AVDA. LUIS M. CAMPOS 1582;CAMPOS, LUIS M. AV. 1582;9;PRIMARIA;PRIVADA;ESPECIAL;HUERTA ESCOLAR - GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;BELGRANO;COMUNA 13;
-58.454816414570544;-34.626108298879494;11;INSTITUTO INMACULADA CONCEPCION DE NUESTRA SEÑORA DE LOURDES - NIVEL SECUNDARIO;2;A 268;RIVADAVIA 6270;RIVADAVIA AV. 6270;11;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - AGUA - EFICIENCIA ENERGETICA Y ENERGIAS RENOVABLES - PARTICIPACION CIUDADANA;SE POSTULO EN 2017;FLORES;COMUNA 07;
-58.481918661697485;-34.629499947850796;15;INSTITUTO LA CANDELARIA - NIVEL SECUNDARIO;2;A 481;BAHIA BLANCA 363;BAHIA BLANCA 363;12;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA - ENERGIAS RENOVABLES;SE POSTULO EN 2017;FLORESTA;COMUNA 10;
-58.492747487657894;-34.588216007664073;43;INSTITUTO NTRA. SRA. DE LA UNIDAD - NIVEL SECUNDARIO;2;A 297;NUEVA YORK 2467;NUEVA YORK 2467;16;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA - EFICIENCIA ENERGETICA Y ENERGIAS RENOVABLES - PARTICIPACION CIUDADANA - VIDA SALUDABLE;SE POSTULO EN 2017;AGRONOMIA;COMUNA 15;
-58.473113683209171;-34.562364146379252;36;INSTITUTO NUESTRA SEÑORA DEL CARMEN - NIVEL SECUNDARIO;1;A 304;ROQUE PEREZ 2786;PEREZ, ROQUE 2786;10;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;SE POSTULO EN 2017;COGHLAN;COMUNA 12;
-58.412935991039497;-34.594280962574175;76;INSTITUTO NUEVO GUIDO SPANO - NIVEL INICIAL;1;A 1505;BILLINGHURST 1353;BILLINGHURST 1353;2;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE REISUDUOS - HUERTA;SE POSTULO EN 2017;RECOLETA;COMUNA 02;
-58.413304971049392;-34.594088837087334;80;INSTITUTO NUEVO GUIDO SPANO - NIVEL PRIMARIO;1;A 1505;BILLINGHURST 1354;BILLINGHURST 1354;2;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA;SE POSTULO EN 2017;RECOLETA;COMUNA 02;
-58.412922136410756;-34.594262766557577;81;INSTITUTO NUEVO GUIDO SPANO - NIVEL SECUNDARIO;1;A 1505;BILLINGHURST 1355;BILLINGHURST 1355;2;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA Y COMPOST;SE POSTULO EN 2017;RECOLETA;COMUNA 02;
-58.460390268745911;-34.567821728430047;215;INSTITUTO PATROCINIO DE SAN JOSE A 132;1;A- 132;CONESA 1846;CONESA 1846;10;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;RATIFICO EN 2017;BELGRANO;COMUNA 13;
-58.427610345811829;-34.615142413188956;181;INSTITUTO SAGRADO CORAZON - NIVEL INICIAL - A 111;2;A - 111;HIPOLITO YRIGOYEN 4350;YRIGOYEN, HIPOLITO AV. 4350;8;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - MOVILIDAD SUSTENTABLE-HUERTA ESCOLAR - BIODIVERSIDAD & ESPACIOS VERDES - GESTION DE RECURSO HIDRICO - PARTICIPACION CIUDADANA -VIDA SALUDABLE;RATIFICO EN 2017;ALMAGRO;COMUNA 05;LAZO AMBIENTAL 2015: 1
-58.427909089400245;-34.615173147733771;178;INSTITUTO SAGRADO CORAZON;1;A - 111;HIPOLITO YRIGOYEN 4350;YRIGOYEN, HIPOLITO AV. 4350;8;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;RATIFICO EN 2017;ALMAGRO;COMUNA 05;LAZO AMBIENTAL 2015: 1
-58.427909089400245;-34.615173147733771;194;INSTITUTO SAGRADO CORAZON - NIVEL SECUNDARIO - A 111;2;A - 111;HIPOLITO YRIGOYEN 4350;YRIGOYEN, HIPOLITO AV. 4350;8;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;ALMAGRO;COMUNA 05;LAZO AMBIENTAL 2015: 1
-58.443044732150042;-34.626407451143557;5;INSTITUTO SAINT EXUPERY - NIVEL INICIAL;1;A 939;EMILIO MITRE 378;MITRE, EMILIO 378;8;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;SE POSTULO EN 2017;CABALLITO;COMUNA 06;
-58.442574850412349;-34.627887351845565;193;INSTITUTO SAINT EXUPERY - NIVEL PRIMARIO A 939;3;A - 939;JOSE BONIFACIO 1075;BONIFACIO, JOSE 1075;8;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA ESCOLAR - BIODIVERSIDAD & ESPACIOS VERDES - CAMBIO CLIMATICO & MEDICION DE LA HUELLA DE CARBONO - PARTICIPACION CIUDADANA - VIDA SALUDABLE;POSTULADOS ANTES DE 2017;CABALLITO;COMUNA 06;LAZO AMBIENTAL 2015: 1
-58.442574850412349;-34.627887351845565;195;INSTITUTO SAINT EXUPERY - NIVEL SECUNDARIO - A 939;1;A - 939;JOSE BONIFACIO 1075;BONIFACIO, JOSE 1075;8;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;RATIFICO EN 2017;CABALLITO;COMUNA 06;LAZO AMBIENTAL 2015: 1
-58.449383293103438;-34.546421865901024;232;INSTITUTO RIVER PLATE- NIVEL SECUNDARIO;2;A807;AVDA. PTE. FIGUEROA ALCORTA 7597;FIGUEROA ALCORTA, PRES. AV. 7597;10;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;BELGRANO;COMUNA 13;
-58.454812040304823;-34.626238105833501;9;INSTITUTO INMACULADA CONCEPCION DE NUESTRA SEÑORA DE LOURDES - NIVEL INICIAL;2;A 268;RIVADAVIA 6270;RIVADAVIA AV. 6270;11;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;SE POSTULO EN 2017;FLORES;COMUNA 07;
-58.454947268815147;-34.62616419649374;10;INSTITUTO INMACULADA CONCEPCION DE NUESTRA SEÑORA DE LOURDES - NIVEL PRIMARIO;2;A 268;RIVADAVIA 6270;RIVADAVIA AV. 6270;11;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - AGUA (CUENCA MATANZA RIACHUELO);SE POSTULO EN 2017;FLORES;COMUNA 07;
-58.415473773993497;-34.636831898531902;21;INSTITUTO SAN BARTOLOME - NIVEL PRIMARIO;2;A 421;AV CHICLANA 3659;CHICLANA AV. 3659;6;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - REUTILIZACION CREATIVA (JUGUETES);SE POSTULO EN 2017;BOEDO;COMUNA 05;
-58.456929616626347;-34.566913466938225;74;INSTITUTO SAN CAYETANO - NIVEL PRIMARIO;2;A 830;MOLDES 1764;MOLDES 1764;10;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;SE POSTULO EN 2017;BELGRANO;COMUNA 13;
-58.518112028372244;-34.65752099665962;27;INSTITUTO SAN COSME Y SAN DAMIAN - NIVEL INICIAL;1;A 450J;MOLINA 1740;MOLINA 1740;20;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - REUTILIZACION CREATIVA;SE POSTULO EN 2017;MATADEROS;COMUNA 09;
-58.403388534098674;-34.577905003632225;51;INSTITUTO SAN MARTIN DE TOURS -  NIVEL PRIMARIO;2;A 477;FIGUEROA ALCORTA 3380;FIGUEROA ALCORTA, PRES. AV. 3380;1;PRIMARIA;PRIVADA;COMUN;REUTILIZACION DE MATERIALES DE DESCARTE;SE POSTULO EN 2017;PALERMO;COMUNA 14;
-58.479346475022901;-34.565269485754477;37;INSTITUTO SAN PATRICIO - NIVEL PRIMARIO;2;A 561;PLAZA 2838;PLAZA 2838;15;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - REUTILIZACION CREATIVA;SE POSTULO EN 2017;VILLA URQUIZA;COMUNA 12;
-58.440424692719922;-34.571120312096944;218;INSTITUTO SANTA MARIA DE LUJAN - A 495;1;A-495;3 DE FEBRERO 760;3 DE FEBRERO 760;9;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;RATIFICO EN 2017;PALERMO;COMUNA 14;
-58.44052929933364;-34.571165403504025;229;INSTITUTO SANTA MARIA DE LUJAN - A 495;1;A-495;3 DE FEBRERO 760;3 DE FEBRERO 760;9;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;RATIFICO EN 2017;PALERMO;COMUNA 14;
-58.446068048578319;-34.556589400808484;199;INSTITUTO SAN ROMAN - NIVEL SECUNDARIO - A 253;3;A-253;MIGUELETES 2039;MIGUELETES 2040;10;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - EFICIENCIA ENERGETICA Y ENERGIAS RENOVABLES - PARTICIPACION CIUDADANA - APRENDIZAJE EN SERVICIO;POSTULADOS ANTES DE 2017;BELGRANO;COMUNA 13;LAZO AMBIENTAL 2015: 1
-58.44063606989976;-34.571269990730578;201;INSTITUTO SANTA MARIA DE LUJAN - A 495;2;A-495;3 DE FEBRERO 760;3 DE FEBRERO 760;9;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA ESCOLAR - VIDA SALUDABLE;RATIFICO EN 2017;PALERMO;COMUNA 14;
-58.446220625294892;-34.556414540307287;191;INSTITUTO SAN ROMAN - NIVEL PRIMARIO -  A 253;3;A-253;MIGUELETES 2039;MIGUELETES 2039;10;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - MOVILIDAD SUSTENTABLE-GESTION DE RECURSO HIDRICO - EFICIENCIA ENERGETICA Y ENERGIAS RENOVABLES - PARTICIPACION CIUDADANA - VIDA SALUDABLE;POSTULADOS ANTES DE 2017;BELGRANO;COMUNA 13;LAZO AMBIENTAL 2015: 2
-58.445858798391754;-34.556834566361999;182;INSTITUTO SAN ROMAN - NIVEL INICIAL - A  253;3;A-253;MIGUELETES 2039;MIGUELETES 2039;10;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA ESCOLAR-BIODIVERSIDAD & ESPACIOS VERDES - GESTION DE RECURSO HIDRICO - VIDA SALUDABLE;POSTULADOS ANTES DE 2017;BELGRANO;COMUNA 13;LAZO AMBIENTAL 2015: 2
-58.40261802029675;-34.601212033700108;40;INSTITUTO SUPERIOR FACULTAR;1;A 1493;VIAMONTE 2518;VIAMONTE 2518;2;SUPERIOR;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;SE POSTULO EN 2017;BALVANERA;COMUNA 03;
-58.415184320828018;-34.609306194150314;208;INSTITUTO TIERRA SANTA - A 407 - INICIAL;3;A - 407;BARTOLOME MITRE 3443;SANCHEZ DE BUSTAMANTE 124;2;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;ALMAGRO;COMUNA 05;
-58.415184320828018;-34.609306194150314;231;INSTITUTO TIERRA SANTA - A 407 - SECUNDARIA;2;A 407;BARTOLOME MITRE 3443;SANCHEZ DE BUSTAMANTE 124;2;SECUNDARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;ALMAGRO;COMUNA 05;
-58.489943431983818;-34.591281838979803;221;INST. PARROQUIAL NTRA. SRA. DE LA UNIDAD - A 297 - PRIMARIA;2;A 297;NAVARRO 2462;NAVARRO 2462;16;PRIMARIA;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;AGRONOMIA;COMUNA 15;
-58.478973908331312;-34.565731678822331;177;INST. SAN PATRICIO;2;A - 561;NAHUEL HUAPI 4140;NAHUEL HUAPI 4140;15;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;VILLA URQUIZA;COMUNA 12;LAZO AMBIENTAL 2015: 1
-58.419245668531602;-34.564984545940192;54;JARDIN DE INFANCIA MITRE N° 86 D.E. 9;1;JIC;AV DORREGO 3723;DORREGO AV. 3723;9;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE LOS RESIDUOS - REUTILIZACION CREATIVA;SE POSTULO EN 2017;PALERMO;COMUNA 14;
-58.449914636896004;-34.616705976878094;179;INST. TRASO;3;A-1465;PAYSANDU 564;PAYSANDU 562;7;PRIMARIA;PRIVADA;ESPECIAL;GESTION INTEGRAL DE RESIDUOS - HUERTAS ESCOLARES - AGUA - PARTICIPACION CIUDADANA;POSTULADOS ANTES DE 2017;CABALLITO;COMUNA 06;LAZO AMBIENTAL 2015: 2
-58.432857506188306;-34.608581544492047;115;JII N°  01  D.E. 07;4;JII 1;EDUARDO ACEVEDO 609;ACEVEDO, EDUARDO 609;7;INICIAL;ESTATAL;COMUN;HUERTA ESCOLAR - GESTION DE RECURSO HIDRICO - GESTION INTEGRAL DE RESIDUOS;POSTULADOS ANTES DE 2017;CABALLITO;COMUNA 06;LAZO AMBIENTAL 2014: 1 - LAZO AMBIENTAL 2015: 3
-58.450435647958543;-34.662796543322955;157;JII N° 10 DE 19;2;JII 10;JOSE BARROS PAZOS 3610;BARROS PAZOS, JOSE 3610;19;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS/ HUERTAS ESCOLARES;POSTULADOS ANTES DE 2017;VILLA SOLDATI;COMUNA 08;
-58.434682924549087;-34.580493285841655;50;JARDIN DE INFANTES KARIBU - NIVEL INICIAL;2;ET 421R;NICARAGUA 5729;NICARAGUA 5729;9;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA - REUTILIZACION CREATIVA (CONFECCION DE CESTOS);SE POSTULO EN 2017;PALERMO;COMUNA 14;
-58.386820241213051;-34.603810647853393;71;JARDIN MATERNO INFANTIL - COLEGIO PUBLICO DE ABOGADOS DE LA CAPITAL FEDERAL - NIVEL INICIAL;1;A 1382;URUGUAY 412;URUGUAY AV. 412;1;INICIAL;PRIVADA;COMUN;GESTION INTEGRAL DE RESIDUOS;SE POSTULO EN 2017;SAN NICOLAS;COMUNA 01;
-58.480299438419614;-34.629693528235372;151;JII N° 1 D.E. 12;2;JII 1;JOAQUIN V. GONZALEZ 307;GONZALEZ, JOAQUIN V. 307;12;INICIAL;ESTATAL;COMUN;GESTION INTREGAL DE RESIDUOS;POSTULADOS ANTES DE 2017;FLORESTA;COMUNA 10;
-58.431841444928644;-34.653638707662097;156;JIC 2 DE 19;3;JIC 2;CHARRUA 2850;CHARRUA 2850;19;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUO VIDA SALUDABLE AGUA;POSTULADOS ANTES DE 2017;NUEVA POMPEYA;COMUNA 04;
-58.452321146144456;-34.570120308563958;149;JIC 9 DE 9;3;JIC 9;MOLDES 1220;MOLDES 1220;9;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS - HUERTA ESCOLAR - GESTION DE RECURSO HIDRICO - PARTICIPACION CIUDADANA - VIDA SALUDABLE;POSTULADOS ANTES DE 2017;COLEGIALES;COMUNA 13;
-58.377191424584289;-34.618094189218311;113;J.I.C. N°  03  D.E. 03;4;JIC 3;PIEDRAS 860;PIEDRAS 860;3;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS HUERTAS ESCOLARES  EFICIENCIA ENERGETICA Y ENERGIAS RENOVABLES VIDA SALUDABLE;POSTULADOS ANTES DE 2017;SAN TELMO;COMUNA 01;LAZO AMBIENTAL 2015: 2
-58.452821436084719;-34.609123589407957;116;J.I.C. N°  04 D.E. 07;3;JIC 4;ESPINOSA 1243;ESPINOSA 1243;7;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE RESIDUOS PARTICIPACION CIUDADANA VIDA SALUDABLE HUERTA;POSTULADOS ANTES DE 2017;CABALLITO;COMUNA 06;LAZO AMBIENTAL 2015: 1
-58.491523848105956;-34.672672737365431;30;JIC N° 12 D.E. 20;1;JIC 12;ZUVIRIA 6340;ZUVIRIA 6200;20;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE LOS RESIDUOS - CUIDADO DEL AGUA;SE POSTULO EN 2017;VILLA LUGANO;COMUNA 08;
-58.362571096832134;-34.627345063381739;88;JIC N° 2 D.E. 04;2;JIC N° 2;BRAUN MENENDEZ 260;BRAUN MENENDEZ, EDUARDO, DR. 260;4;INICIAL;ESTATAL;COMUN;CUIDADO DEL AGUA - GESTION INTEGRAL DE LOS RESIDUOS;SE POSTULO EN 2017;BOCA;COMUNA 04;
-58.463674767461775;-34.688984515633848;29;JIC N° 3 D.E. 21;1;JIC 3;BERON DE ASTRADA 5920;BERON DE ASTRADA 5920;21;INICIAL;ESTATAL;COMUN;GESTION INTEGRAL DE LOS RESIDUOS;SE POSTULO EN 2017;VILLA LUGANO;COMUNA 08;
